"order_id","order_date","required_date","shipped_date","order_status","customer_name","customer_city","store_name","staff_name","product_name","brand_name","category_name","quantity","list_price","discount","total_amount"
16,"2016-01-12","2016-01-15","2016-01-15",4,"Lea Key","Banning","Santa Cruz Bikes","Genna Serrano","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Cruisers Bicycles",1,"269.99","0.07","251.0907"
17,"2016-01-12","2016-01-14","2016-01-14",4,"Sindy Anderson","Pomona","Santa Cruz Bikes","Genna Serrano","Trek Remedy 29 Carbon Frameset - 2016","Trek","Mountain Bikes",1,"1799.99","0.07","1673.9907"
17,"2016-01-12","2016-01-14","2016-01-14",4,"Sindy Anderson","Pomona","Santa Cruz Bikes","Genna Serrano","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Electra","Children Bicycles",1,"299.99","0.10","269.9910"
17,"2016-01-12","2016-01-14","2016-01-14",4,"Sindy Anderson","Pomona","Santa Cruz Bikes","Genna Serrano","Heller Shagamaw Frame - 2016","Heller","Mountain Bikes",1,"1320.99","0.10","1188.8910"
17,"2016-01-12","2016-01-14","2016-01-14",4,"Sindy Anderson","Pomona","Santa Cruz Bikes","Genna Serrano","Electra Townie Original 7D EQ - Women's - 2016","Electra","Cruisers Bicycles",2,"599.99","0.20","959.9840"
18,"2016-01-14","2016-01-17","2016-01-15",4,"Lanita Burton","Coachella","Santa Cruz Bikes","Genna Serrano","Ritchey Timberwolf Frameset - 2016","Ritchey","Mountain Bikes",2,"749.99","0.20","1199.9840"
18,"2016-01-14","2016-01-17","2016-01-15",4,"Lanita Burton","Coachella","Santa Cruz Bikes","Genna Serrano","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Children Bicycles",1,"269.99","0.05","256.4905"
18,"2016-01-14","2016-01-17","2016-01-15",4,"Lanita Burton","Coachella","Santa Cruz Bikes","Genna Serrano","Trek Slash 8 27.5 - 2016","Trek","Mountain Bikes",1,"3999.99","0.10","3599.9910"
18,"2016-01-14","2016-01-17","2016-01-15",4,"Lanita Burton","Coachella","Santa Cruz Bikes","Genna Serrano","Electra Townie Original 7D - 2015/2016","Electra","Comfort Bicycles",2,"499.99","0.05","949.9810"
18,"2016-01-14","2016-01-17","2016-01-15",4,"Lanita Burton","Coachella","Santa Cruz Bikes","Genna Serrano","Trek Conduit+ - 2016","Trek","Electric Bikes",2,"2999.99","0.10","5399.9820"
19,"2016-01-14","2016-01-17","2016-01-16",4,"Norine Huffman","Encino","Santa Cruz Bikes","Mireya Copeland","Surly Straggler - 2016","Surly","Cyclocross Bicycles",1,"1549.00","0.07","1440.5700"
19,"2016-01-14","2016-01-17","2016-01-16",4,"Norine Huffman","Encino","Santa Cruz Bikes","Mireya Copeland","Trek Conduit+ - 2016","Trek","Electric Bikes",2,"2999.99","0.20","4799.9840"
20,"2016-01-14","2016-01-16","2016-01-17",4,"Randee Pitts","Canyon Country","Santa Cruz Bikes","Mireya Copeland","Trek Conduit+ - 2016","Trek","Electric Bikes",1,"2999.99","0.07","2789.9907"
20,"2016-01-14","2016-01-16","2016-01-17",4,"Randee Pitts","Canyon Country","Santa Cruz Bikes","Mireya Copeland","Surly Straggler - 2016","Surly","Cyclocross Bicycles",2,"1549.00","0.07","2881.1400"
21,"2016-01-15","2016-01-16","2016-01-18",4,"Neoma Daugherty","Mount Vernon","Baldwin Bikes","Marcelene Boyer","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Cruisers Bicycles",1,"269.99","0.05","256.4905"
21,"2016-01-15","2016-01-16","2016-01-18",4,"Neoma Daugherty","Mount Vernon","Baldwin Bikes","Marcelene Boyer","Pure Cycles Vine 8-Speed - 2016","Pure Cycles","Cruisers Bicycles",1,"429.00","0.10","386.1000"
21,"2016-01-15","2016-01-16","2016-01-18",4,"Neoma Daugherty","Mount Vernon","Baldwin Bikes","Marcelene Boyer","Surly Straggler - 2016","Surly","Cyclocross Bicycles",1,"1549.00","0.07","1440.5700"
22,"2016-01-16","2016-01-18","2016-01-17",4,"Tangela Hurley","Campbell","Santa Cruz Bikes","Mireya Copeland","Electra Moto 1 - 2016","Electra","Cruisers Bicycles",2,"529.99","0.20","847.9840"
22,"2016-01-16","2016-01-18","2016-01-17",4,"Tangela Hurley","Campbell","Santa Cruz Bikes","Mireya Copeland","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Children Bicycles",1,"269.99","0.05","256.4905"
23,"2016-01-16","2016-01-19","2016-01-19",4,"Drucilla Gilliam","Santa Clara","Santa Cruz Bikes","Mireya Copeland","Trek Fuel EX 8 29 - 2016","Trek","Mountain Bikes",2,"2899.99","0.05","5509.9810"
23,"2016-01-16","2016-01-19","2016-01-19",4,"Drucilla Gilliam","Santa Clara","Santa Cruz Bikes","Mireya Copeland","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Electra","Children Bicycles",2,"299.99","0.10","539.9820"
23,"2016-01-16","2016-01-19","2016-01-19",4,"Drucilla Gilliam","Santa Clara","Santa Cruz Bikes","Mireya Copeland","Electra Cruiser 1 (24-Inch) - 2016","Electra","Cruisers Bicycles",1,"269.99","0.20","215.9920"
24,"2016-01-18","2016-01-20","2016-01-19",4,"Ashton Lott","Floral Park","Baldwin Bikes","Venita Daniel","Surly Wednesday Frameset - 2016","Surly","Mountain Bikes",2,"999.99","0.10","1799.9820"
24,"2016-01-18","2016-01-20","2016-01-19",4,"Ashton Lott","Floral Park","Baldwin Bikes","Venita Daniel","Pure Cycles Western 3-Speed - Women's - 2015/2016","Pure Cycles","Cruisers Bicycles",2,"449.00","0.07","835.1400"
25,"2016-01-18","2016-01-21","2016-01-21",4,"Sam Lester","Baldwin","Baldwin Bikes","Marcelene Boyer","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Electra","Children Bicycles",2,"299.99","0.20","479.9840"
25,"2016-01-18","2016-01-21","2016-01-21",4,"Sam Lester","Baldwin","Baldwin Bikes","Marcelene Boyer","Surly Straggler - 2016","Surly","Cyclocross Bicycles",2,"1549.00","0.20","2478.4000"
25,"2016-01-18","2016-01-21","2016-01-21",4,"Sam Lester","Baldwin","Baldwin Bikes","Marcelene Boyer","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Children Bicycles",1,"269.99","0.20","215.9920"
25,"2016-01-18","2016-01-21","2016-01-21",4,"Sam Lester","Baldwin","Baldwin Bikes","Marcelene Boyer","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Cruisers Bicycles",1,"269.99","0.20","215.9920"
25,"2016-01-18","2016-01-21","2016-01-21",4,"Sam Lester","Baldwin","Baldwin Bikes","Marcelene Boyer","Electra Cruiser 1 (24-Inch) - 2016","Electra","Children Bicycles",1,"269.99","0.10","242.9910"
26,"2016-01-18","2016-01-21","2016-01-19",4,"Jackeline Colon","Wappingers Falls","Baldwin Bikes","Venita Daniel","Trek Slash 8 27.5 - 2016","Trek","Mountain Bikes",1,"3999.99","0.05","3799.9905"
26,"2016-01-18","2016-01-21","2016-01-19",4,"Jackeline Colon","Wappingers Falls","Baldwin Bikes","Venita Daniel","Ritchey Timberwolf Frameset - 2016","Ritchey","Mountain Bikes",1,"749.99","0.20","599.9920"
26,"2016-01-18","2016-01-21","2016-01-19",4,"Jackeline Colon","Wappingers Falls","Baldwin Bikes","Venita Daniel","Electra Townie Original 21D - 2016","Electra","Cruisers Bicycles",1,"549.99","0.20","439.9920"
26,"2016-01-18","2016-01-21","2016-01-19",4,"Jackeline Colon","Wappingers Falls","Baldwin Bikes","Venita Daniel","Electra Cruiser 1 (24-Inch) - 2016","Electra","Children Bicycles",2,"269.99","0.07","502.1814"
27,"2016-01-19","2016-01-21","2016-01-20",4,"Pamala Henry","Bronx","Baldwin Bikes","Venita Daniel","Heller Shagamaw Frame - 2016","Heller","Mountain Bikes",1,"1320.99","0.20","1056.7920"
27,"2016-01-19","2016-01-21","2016-01-20",4,"Pamala Henry","Bronx","Baldwin Bikes","Venita Daniel","Pure Cycles William 3-Speed - 2016","Pure Cycles","Cruisers Bicycles",1,"449.00","0.20","359.2000"
27,"2016-01-19","2016-01-21","2016-01-20",4,"Pamala Henry","Bronx","Baldwin Bikes","Venita Daniel","Electra Townie Original 7D EQ - 2016","Electra","Comfort Bicycles",2,"599.99","0.07","1115.9814"
27,"2016-01-19","2016-01-21","2016-01-20",4,"Pamala Henry","Bronx","Baldwin Bikes","Venita Daniel","Trek Remedy 29 Carbon Frameset - 2016","Trek","Mountain Bikes",1,"1799.99","0.07","1673.9907"
28,"2016-01-19","2016-01-20","2016-01-21",4,"Eleni Gordon","Richmond Hill","Baldwin Bikes","Marcelene Boyer","Heller Shagamaw Frame - 2016","Heller","Mountain Bikes",1,"1320.99","0.05","1254.9405"
28,"2016-01-19","2016-01-20","2016-01-21",4,"Eleni Gordon","Richmond Hill","Baldwin Bikes","Marcelene Boyer","Trek Slash 8 27.5 - 2016","Trek","Mountain Bikes",2,"3999.99","0.20","6399.9840"
28,"2016-01-19","2016-01-20","2016-01-21",4,"Eleni Gordon","Richmond Hill","Baldwin Bikes","Marcelene Boyer","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Cruisers Bicycles",2,"269.99","0.10","485.9820"
28,"2016-01-19","2016-01-20","2016-01-21",4,"Eleni Gordon","Richmond Hill","Baldwin Bikes","Marcelene Boyer","Surly Ice Cream Truck Frameset - 2016","Surly","Mountain Bikes",1,"469.99","0.05","446.4905"
29,"2016-01-20","2016-01-22","2016-01-21",4,"Laureen Barry","Orchard Park","Baldwin Bikes","Marcelene Boyer","Electra Townie Original 21D - 2016","Electra","Comfort Bicycles",2,"549.99","0.05","1044.9810"
29,"2016-01-20","2016-01-22","2016-01-21",4,"Laureen Barry","Orchard Park","Baldwin Bikes","Marcelene Boyer","Surly Ice Cream Truck Frameset - 2016","Surly","Mountain Bikes",1,"469.99","0.20","375.9920"
29,"2016-01-20","2016-01-22","2016-01-21",4,"Laureen Barry","Orchard Park","Baldwin Bikes","Marcelene Boyer","Electra Cruiser 1 (24-Inch) - 2016","Electra","Children Bicycles",2,"269.99","0.10","485.9820"
29,"2016-01-20","2016-01-22","2016-01-21",4,"Laureen Barry","Orchard Park","Baldwin Bikes","Marcelene Boyer","Trek Remedy 29 Carbon Frameset - 2016","Trek","Mountain Bikes",1,"1799.99","0.20","1439.9920"
29,"2016-01-20","2016-01-22","2016-01-21",4,"Laureen Barry","Orchard Park","Baldwin Bikes","Marcelene Boyer","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Cruisers Bicycles",2,"269.99","0.05","512.9810"
30,"2016-01-20","2016-01-21","2016-01-21",4,"Yvone Guerrero","Merrick","Baldwin Bikes","Marcelene Boyer","Electra Townie Original 7D EQ - 2016","Electra","Comfort Bicycles",1,"599.99","0.05","569.9905"
30,"2016-01-20","2016-01-21","2016-01-21",4,"Yvone Guerrero","Merrick","Baldwin Bikes","Marcelene Boyer","Pure Cycles Vine 8-Speed - 2016","Pure Cycles","Cruisers Bicycles",1,"429.00","0.07","398.9700"
30,"2016-01-20","2016-01-21","2016-01-21",4,"Yvone Guerrero","Merrick","Baldwin Bikes","Marcelene Boyer","Pure Cycles William 3-Speed - 2016","Pure Cycles","Cruisers Bicycles",1,"449.00","0.10","404.1000"
30,"2016-01-20","2016-01-21","2016-01-21",4,"Yvone Guerrero","Merrick","Baldwin Bikes","Marcelene Boyer","Trek Fuel EX 8 29 - 2016","Trek","Mountain Bikes",1,"2899.99","0.10","2609.9910"
30,"2016-01-20","2016-01-21","2016-01-21",4,"Yvone Guerrero","Merrick","Baldwin Bikes","Marcelene Boyer","Trek Slash 8 27.5 - 2016","Trek","Mountain Bikes",2,"3999.99","0.10","7199.9820"
31,"2016-01-20","2016-01-22","2016-01-22",4,"Edgar Quinn","Harlingen","Rowlett Bikes","Kali Vargas","Surly Straggler 650b - 2016","Surly","Cyclocross Bicycles",2,"1680.99","0.05","3193.8810"
31,"2016-01-20","2016-01-22","2016-01-22",4,"Edgar Quinn","Harlingen","Rowlett Bikes","Kali Vargas","Trek Conduit+ - 2016","Trek","Electric Bikes",2,"2999.99","0.20","4799.9840"
32,"2016-01-21","2016-01-24","2016-01-22",4,"Kimbery Nieves","San Carlos","Santa Cruz Bikes","Genna Serrano","Trek Remedy 29 Carbon Frameset - 2016","Trek","Mountain Bikes",2,"1799.99","0.07","3347.9814"
32,"2016-01-21","2016-01-24","2016-01-22",4,"Kimbery Nieves","San Carlos","Santa Cruz Bikes","Genna Serrano","Electra Townie Original 21D - 2016","Electra","Cruisers Bicycles",2,"549.99","0.07","1022.9814"
32,"2016-01-21","2016-01-24","2016-01-22",4,"Kimbery Nieves","San Carlos","Santa Cruz Bikes","Genna Serrano","Electra Townie Original 7D - 2015/2016","Electra","Comfort Bicycles",2,"499.99","0.10","899.9820"
33,"2016-01-21","2016-01-22","2016-01-22",4,"Verona O'neill","Selden","Baldwin Bikes","Marcelene Boyer","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Electra","Children Bicycles",2,"299.99","0.07","557.9814"
33,"2016-01-21","2016-01-22","2016-01-22",4,"Verona O'neill","Selden","Baldwin Bikes","Marcelene Boyer","Trek Slash 8 27.5 - 2016","Trek","Mountain Bikes",1,"3999.99","0.10","3599.9910"
34,"2016-01-22","2016-01-25","2016-01-23",4,"Sarai Mckee","Buffalo","Baldwin Bikes","Marcelene Boyer","Trek Remedy 29 Carbon Frameset - 2016","Trek","Mountain Bikes",2,"1799.99","0.07","3347.9814"
34,"2016-01-22","2016-01-25","2016-01-23",4,"Sarai Mckee","Buffalo","Baldwin Bikes","Marcelene Boyer","Surly Straggler - 2016","Surly","Cyclocross Bicycles",2,"1549.00","0.10","2788.2000"
34,"2016-01-22","2016-01-25","2016-01-23",4,"Sarai Mckee","Buffalo","Baldwin Bikes","Marcelene Boyer","Pure Cycles Vine 8-Speed - 2016","Pure Cycles","Cruisers Bicycles",2,"429.00","0.20","686.4000"
35,"2016-01-22","2016-01-25","2016-01-24",4,"Neville Mcclain","West Hempstead","Baldwin Bikes","Venita Daniel","Pure Cycles Western 3-Speed - Women's - 2015/2016","Pure Cycles","Cruisers Bicycles",1,"449.00","0.05","426.5500"
35,"2016-01-22","2016-01-25","2016-01-24",4,"Neville Mcclain","West Hempstead","Baldwin Bikes","Venita Daniel","Electra Townie Original 7D EQ - Women's - 2016","Electra","Cruisers Bicycles",2,"599.99","0.05","1139.9810"
35,"2016-01-22","2016-01-25","2016-01-24",4,"Neville Mcclain","West Hempstead","Baldwin Bikes","Venita Daniel","Heller Shagamaw Frame - 2016","Heller","Mountain Bikes",1,"1320.99","0.20","1056.7920"
35,"2016-01-22","2016-01-25","2016-01-24",4,"Neville Mcclain","West Hempstead","Baldwin Bikes","Venita Daniel","Electra Cruiser 1 (24-Inch) - 2016","Electra","Children Bicycles",2,"269.99","0.07","502.1814"
35,"2016-01-22","2016-01-25","2016-01-24",4,"Neville Mcclain","West Hempstead","Baldwin Bikes","Venita Daniel","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Children Bicycles",1,"269.99","0.07","251.0907"
36,"2016-01-23","2016-01-24","2016-01-24",4,"Shantel Gregory","West Islip","Baldwin Bikes","Marcelene Boyer","Trek Conduit+ - 2016","Trek","Electric Bikes",1,"2999.99","0.07","2789.9907"
36,"2016-01-23","2016-01-24","2016-01-24",4,"Shantel Gregory","West Islip","Baldwin Bikes","Marcelene Boyer","Heller Shagamaw Frame - 2016","Heller","Mountain Bikes",1,"1320.99","0.05","1254.9405"
36,"2016-01-23","2016-01-24","2016-01-24",4,"Shantel Gregory","West Islip","Baldwin Bikes","Marcelene Boyer","Surly Wednesday Frameset - 2016","Surly","Mountain Bikes",2,"999.99","0.20","1599.9840"
37,"2016-01-25","2016-01-28","2016-01-26",4,"Tomika Larson","Woodside","Baldwin Bikes","Marcelene Boyer","Electra Townie Original 7D EQ - 2016","Electra","Cruisers Bicycles",2,"599.99","0.05","1139.9810"
38,"2016-01-25","2016-01-27","2016-01-26",4,"Lashandra Turner","Long Beach","Baldwin Bikes","Venita Daniel","Trek Slash 8 27.5 - 2016","Trek","Mountain Bikes",2,"3999.99","0.05","7599.9810"
38,"2016-01-25","2016-01-27","2016-01-26",4,"Lashandra Turner","Long Beach","Baldwin Bikes","Venita Daniel","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Electra","Children Bicycles",1,"299.99","0.07","278.9907"
38,"2016-01-25","2016-01-27","2016-01-26",4,"Lashandra Turner","Long Beach","Baldwin Bikes","Venita Daniel","Electra Townie Original 7D - 2015/2016","Electra","Comfort Bicycles",1,"499.99","0.20","399.9920"
38,"2016-01-25","2016-01-27","2016-01-26",4,"Lashandra Turner","Long Beach","Baldwin Bikes","Venita Daniel","Surly Straggler - 2016","Surly","Cyclocross Bicycles",2,"1549.00","0.10","2788.2000"
38,"2016-01-25","2016-01-27","2016-01-26",4,"Lashandra Turner","Long Beach","Baldwin Bikes","Venita Daniel","Electra Townie Original 21D - 2016","Electra","Comfort Bicycles",1,"549.99","0.07","511.4907"
39,"2016-01-25","2016-01-26","2016-01-26",4,"Travis Whitley","Saint Albans","Baldwin Bikes","Venita Daniel","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Children Bicycles",2,"269.99","0.20","431.9840"
39,"2016-01-25","2016-01-26","2016-01-26",4,"Travis Whitley","Saint Albans","Baldwin Bikes","Venita Daniel","Electra Townie Original 7D EQ - 2016","Electra","Cruisers Bicycles",2,"599.99","0.20","959.9840"
39,"2016-01-25","2016-01-26","2016-01-26",4,"Travis Whitley","Saint Albans","Baldwin Bikes","Venita Daniel","Surly Wednesday Frameset - 2016","Surly","Mountain Bikes",2,"999.99","0.05","1899.9810"
39,"2016-01-25","2016-01-26","2016-01-26",4,"Travis Whitley","Saint Albans","Baldwin Bikes","Venita Daniel","Electra Moto 1 - 2016","Electra","Cruisers Bicycles",1,"529.99","0.10","476.9910"
